revenue,mou,recchrge,directas,overage,roam,changem,changer,dropvce,blckvce,unansvce,custcare,threeway,mourec,outcalls,incalls,peakvce,opeakvce,dropblk,callfwdv,callwait,months,uniqsubs,actvsubs,phones,models,eqpdays,age1,age2,occhmkr,refer,income,setprc,children,credita,creditaa,prizmrur,prizmub,prizmtwn,refurb,webcap,truck,rv,occprof,occcler,occcrft,occstud,occret,occself,ownrent,marryun,marryyes,mailord,mailres,mailflag,travel,pcown,creditcd,retcalls,retaccpt,newcelly,newcelln,incmiss,mcycle,setprcm,retcall,churn
26.3490208156542,288.163201650154,37.95763070281516,4.155388026312467,0.0,5.547397625576138,-128.95156996303766,8.832935420360164,4.72663341360864,0.0,0.0,0.0,0.0,0.0,11.391488686340585,0.0,6.176125353100431,0.0,0.0,0.0,4.154993473407055,17.56849688337151,1.7880511125333243,1.7434124753614277,1.3970159972521712,1.0981590072911502,342.7030063230426,44.375453547507995,0.0,0.0,0.0,6.662295317793449,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
34.59666832195694,1114.4565042418108,55.47226962417724,3.154723990044392,0.0,0.0,235.95707609808503,23.212308539526596,20.20569241595254,0.0,92.6448328214818,7.860113003734144,0.5298834002280224,250.9990814324659,81.16435319642817,9.386108829425181,221.17137409913536,191.64954911069162,13.281611183463061,0.0,12.927080625886363,17.542899826639925,1.5337248648525743,1.7608098499194738,0.95,0.95,562.908969750938,19.0990606113106,19.47923270602274,0.0,0.0,1.29343517435011,3.081943663847788,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
76.58554202875398,567.0803515455998,63.91010445974136,1.257825473584362,63.279735602477515,0.0,-151.98500692445552,39.91161444101347,5.798333760756357,0.0,0.0,0.0,0.16324456885462868,222.78427318321698,49.56233439634359,34.76279183210335,113.84432000875995,35.83408759805013,0.0,0.0,5.965999308698695,26.06535406417538,2.7130691761892587,2.8860577886966565,2.4192400562761245,1.9314741626374674,574.2877378989534,47.42594129793655,31.46977361640014,0.0,0.20718920124657247,7.719033258317075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
26.409653889631926,579.2907647679796,31.28714561460039,0.0,0.0,0.0,217.6804095525486,22.755174089574354,12.408919603544366,0.0,32.06069021854734,6.218139085307879,1.0063051373230056,164.88925062729533,47.02006040785449,17.13450892200165,144.4119481524959,64.53671437587192,10.093293389313265,0.0,1.5098525600881314,6.598939398682202,2.270066307302456,1.9220519045826516,0.95,0.95,55.50237166738174,0.05270201733190305,28.46718000950412,0.0,0.013380914624718361,4.194353363576548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
90.57040433644244,1140.50636895671,50.20620484495265,2.6820787073325723,44.43948059715432,12.751190586852855,186.7953592302153,41.97988537867185,13.703373535550632,13.924182151523704,66.45166388950415,6.803720620637337,0.44154575581416544,163.39760130239702,42.589152198545825,7.80539505009995,99.67465456574939,168.91691815674312,24.350843511820415,0.0,0.0,25.120315803710145,1.8730484819393642,1.2809780391271726,3.2515604272668943,1.9909579922840828,462.28085132153257,0.0,0.0,0.0,0.33944576479375255,0.31231619468469063,34.442107310124186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7.21321111625047,309.5484469042631,43.90591118519369,2.053797225690988,0.0,0.0,-465.7323221576867,-75.98572551356715,1.804773738746115,2.5496136726786496,21.516902947520425,4.890702367634201,0.0,62.47380817802526,0.0,0.0,116.11137278166508,66.71785399683193,7.90713571243418,0.0,9.065195931151385,5.699999999999999,1.1515399821002306,0.9496995955984131,0.95,0.95,477.7163805914938,10.94905607262276,41.46794575527509,0.0,0.14054073356338403,2.408843505365939,53.34174171722053,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.62092032328992,451.93745188354916,94.63251299355082,2.7542165332973294,71.24601007899659,12.674145764467955,15.972692829371944,-38.567869895183684,7.9527000858304495,11.17705908214001,0.0,2.3094117878278113,0.0,77.68294236222465,0.0,0.0,12.238617517544398,6.501333762168677,18.256431213866954,0.0,0.0,18.03132117466381,0.95,0.11565657648308592,3.5312478630377626,2.5388362520343972,99.10138904677473,12.891457095541856,29.001869795792427,0.0,0.0,0.0,128.8862156574317,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
59.60542916704593,465.47498049781143,46.831058755992856,5.695334712974189,25.473584949785092,5.712777819643104,145.41719014923362,3.72499705109641,0.0,0.0,67.44134695981812,6.566837121945337,0.0,0.0,0.0,0.0,61.902101053622985,9.300723090853609,0.0,0.0,8.034225296200864,33.66498272187457,2.190537317200256,2.0521794560784032,2.83726378775458,2.4564909313629935,460.12402582338194,41.9530127930167,21.65845816031597,0.0,0.0,4.055511658729393,38.67995170587911,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.10171532102106,551.4080067761624,33.68895623177103,0.0,58.9053640424127,1.6442587932594677,-248.10989125835135,-21.446362878197,1.699783026155858,4.895581674592122,79.93986203870811,0.0,0.74812897764413,197.4305584157204,17.325589616302633,6.99521594571935,94.82832091002712,206.28087047514654,5.546843798778291,0.0,15.0226417679333,12.843607959579561,1.3680766875536978,0.8887817916083591,2.7231153426254346,1.985759619995258,-1.9,3.682585337339681,0.0,0.0,0.07995126782429846,2.8801707103162135,49.546714654462406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47.23166951181898,353.5491103644815,51.19807774208208,0.0,15.970158460348312,0.0,-193.37425649804044,-17.982507712064535,5.996710872520811,1.4198392052910522,4.428313431503167,4.117897790419519,1.0421399309509822,148.97750904050838,29.314756975419936,12.324390083507655,58.413704385009986,96.47856701041779,5.851954384436315,0.0,0.0,27.390601914298117,1.0106839958438996,0.5713626360047291,0.95,0.95,549.2785406259054,0.0,5.424350815504317,0.0,0.29371275621908743,1.5542676607163637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
